FIPS,State,"County, State",Year,Overall Food Insecurity Rate (1 Year),# of Food Insecure Persons Overall (1 Year),Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons ",Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Child Food Insecurity Rate (1 Year),# of Food Insecure Children (1 Year),% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal (1 Year),Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall
48145,TX,"Falls County, Texas",2020,18.30%,"3,160",32%,24%,10%,165%,SNAP,185%,Other Nutrition Program,66.00%,34.00%,0.00%,27.20%,"1,000",73%,27%,$2.70 ,$14.32 ,"$1,373,000.00 "
48147,TX,"Fannin County, Texas",2020,13.90%,"4,880",29%,19%,8%,165%,SNAP,185%,Other Nutrition Program,56.70%,6.60%,36.70%,16.50%,"1,220",80%,20%,$3.05 ,$16.20 ,"$2,398,000.00 "
48149,TX,"Fayette County, Texas",2020,12.40%,"3,130",29%,16%,6%,165%,SNAP,185%,Other Nutrition Program,55.60%,4.30%,40.10%,15.80%,810,64%,36%,$3.08 ,$16.37 ,"$1,555,000.00 "
48151,TX,"Fisher County, Texas",2020,13.70%,520,,19%,7%,165%,SNAP,185%,Other Nutrition Program,59.50%,12.80%,27.70%,17.90%,150,76%,24%,$2.97 ,$15.77 ,"$249,000.00 "
48153,TX,"Floyd County, Texas",2020,13.00%,750,,19%,5%,165%,SNAP,185%,Other Nutrition Program,78.40%,11.90%,9.80%,20.10%,310,92%,8%,$2.94 ,$15.58 ,"$354,000.00 "
48155,TX,"Foard County, Texas",2020,12.70%,150,,,7%,165%,SNAP,185%,Other Nutrition Program,91.90%,8.10%,0.00%,15.50%,30,100%,0%,$3.01 ,$15.99 ,"$73,000.00 "
48157,TX,"Fort Bend County, Texas",2020,10.20%,"80,400",16%,15%,4%,165%,SNAP,185%,Other Nutrition Program,44.60%,2.60%,52.80%,15.20%,"33,050",50%,50%,$3.16 ,$16.77 ,"$40,896,000.00 "
48159,TX,"Franklin County, Texas",2020,12.00%,"1,290",,14%,8%,165%,SNAP,185%,Other Nutrition Program,43.60%,10.80%,45.70%,16.50%,420,55%,45%,$2.73 ,$14.47 ,"$566,000.00 "
48161,TX,"Freestone County, Texas",2020,17.00%,"3,360",,19%,8%,165%,SNAP,185%,Other Nutrition Program,61.30%,3.90%,34.80%,22.80%,"1,020",71%,29%,$2.89 ,$15.36 ,"$1,565,000.00 "
48163,TX,"Frio County, Texas",2020,14.50%,"2,910",,20%,15%,165%,SNAP,185%,Other Nutrition Program,55.80%,4.40%,39.80%,22.30%,"1,050",61%,39%,$2.49 ,$13.22 ,"$1,167,000.00 "
48165,TX,"Gaines County, Texas",2020,13.40%,"2,820",,20%,7%,165%,SNAP,185%,Other Nutrition Program,60.60%,8.30%,31.10%,16.00%,"1,210",67%,33%,$3.24 ,$17.20 ,"$1,471,000.00 "
48167,TX,"Galveston County, Texas",2020,14.10%,"47,740",23%,18%,7%,165%,SNAP,185%,Other Nutrition Program,52.10%,3.40%,44.50%,19.70%,"16,100",58%,42%,$3.07 ,$16.27 ,"$23,566,000.00 "
48169,TX,"Garza County, Texas",2020,16.90%,"1,020",,22%,12%,165%,SNAP,185%,Other Nutrition Program,43.00%,2.00%,55.00%,27.60%,230,69%,31%,$3.24 ,$17.18 ,"$532,000.00 "
48171,TX,"Gillespie County, Texas",2020,13.00%,"3,470",,18%,7%,165%,SNAP,185%,Other Nutrition Program,46.70%,10.90%,42.40%,18.00%,960,72%,28%,$2.50 ,$13.26 ,"$1,396,000.00 "
48173,TX,"Glasscock County, Texas",2020,13.30%,190,,,,165%,SNAP,185%,Other Nutrition Program,68.00%,6.00%,25.90%,14.00%,40,93%,8%,$2.95 ,$15.67 ,"$90,000.00 "
48175,TX,"Goliad County, Texas",2020,14.10%,"1,070",,21%,6%,165%,SNAP,185%,Other Nutrition Program,63.80%,4.40%,31.80%,18.70%,300,66%,34%,$2.82 ,$14.97 ,"$486,000.00 "
48177,TX,"Gonzales County, Texas",2020,13.10%,"2,740",28%,17%,8%,165%,SNAP,185%,Other Nutrition Program,68.40%,7.20%,24.40%,19.90%,"1,120",72%,28%,$2.79 ,$14.83 ,"$1,232,000.00 "
48179,TX,"Gray County, Texas",2020,15.70%,"3,470",27%,19%,9%,165%,SNAP,185%,Other Nutrition Program,63.20%,4.80%,32.00%,20.60%,"1,160",74%,26%,$3.21 ,$17.04 ,"$1,794,000.00 "
48181,TX,"Grayson County, Texas",2020,14.60%,"19,450",27%,17%,9%,165%,SNAP,185%,Other Nutrition Program,53.70%,6.50%,39.70%,19.50%,"6,170",70%,30%,$2.92 ,$15.51 ,"$9,150,000.00 "
48183,TX,"Gregg County, Texas",2020,16.80%,"20,810",26%,20%,9%,165%,SNAP,185%,Other Nutrition Program,67.40%,1.70%,30.90%,25.40%,"8,110",76%,24%,$2.93 ,$15.55 ,"$9,814,000.00 "
48185,TX,"Grimes County, Texas",2020,15.00%,"4,270",27%,17%,8%,165%,SNAP,185%,Other Nutrition Program,60.60%,1.80%,37.60%,24.30%,"1,540",76%,24%,$3.33 ,$17.67 ,"$2,289,000.00 "
48187,TX,"Guadalupe County, Texas",2020,11.10%,"18,060",15%,17%,6%,165%,SNAP,185%,Other Nutrition Program,51.10%,4.00%,44.90%,16.20%,"6,620",59%,41%,$3.13 ,$16.63 ,"$9,109,000.00 "
48189,TX,"Hale County, Texas",2020,14.00%,"4,680",,19%,8%,165%,SNAP,185%,Other Nutrition Program,73.00%,7.80%,19.20%,20.70%,"1,880",92%,8%,$2.94 ,$15.58 ,"$2,212,000.00 "
48191,TX,"Hall County, Texas",2020,17.00%,510,,24%,11%,165%,SNAP,185%,Other Nutrition Program,88.90%,11.10%,0.00%,23.40%,160,100%,0%,$3.21 ,$17.04 ,"$264,000.00 "
48193,TX,"Hamilton County, Texas",2020,17.10%,"1,440",,26%,9%,165%,SNAP,185%,Other Nutrition Program,62.20%,10.10%,27.70%,19.10%,340,84%,16%,$2.84 ,$15.09 ,"$659,000.00 "
48195,TX,"Hansford County, Texas",2020,11.10%,600,,19%,7%,165%,SNAP,185%,Other Nutrition Program,83.50%,10.10%,6.40%,14.70%,240,82%,19%,$2.80 ,$14.87 ,"$271,000.00 "
48197,TX,"Hardeman County, Texas",2020,15.20%,600,,19%,9%,165%,SNAP,185%,Other Nutrition Program,64.60%,7.00%,28.40%,19.20%,150,60%,40%,$3.01 ,$15.99 ,"$291,000.00 "
48199,TX,"Hardin County, Texas",2020,16.10%,"9,210",23%,18%,8%,165%,SNAP,185%,Other Nutrition Program,51.00%,6.10%,42.90%,20.30%,"2,870",55%,45%,$2.93 ,$15.56 ,"$4,347,000.00 "
48201,TX,"Harris County, Texas",2020,14.90%,"695,310",25%,18%,7%,165%,SNAP,185%,Other Nutrition Program,66.70%,2.60%,30.70%,23.70%,"295,900",73%,27%,$3.06 ,$16.24 ,"$342,591,000.00 "
48203,TX,"Harrison County, Texas",2020,16.00%,"10,630",26%,19%,8%,165%,SNAP,185%,Other Nutrition Program,63.70%,0.40%,35.90%,24.00%,"4,030",68%,33%,$2.97 ,$15.76 ,"$5,083,000.00 "
48205,TX,"Hartley County, Texas",2020,10.90%,610,,16%,5%,165%,SNAP,185%,Other Nutrition Program,34.70%,11.20%,54.10%,14.30%,170,71%,29%,$2.84 ,$15.07 ,"$279,000.00 "
48207,TX,"Haskell County, Texas",2020,15.30%,870,,25%,9%,165%,SNAP,185%,Other Nutrition Program,68.30%,6.80%,25.00%,18.30%,190,82%,18%,$2.97 ,$15.77 ,"$416,000.00 "
48209,TX,"Hays County, Texas",2020,12.00%,"26,660",21%,17%,8%,165%,SNAP,185%,Other Nutrition Program,58.30%,4.20%,37.50%,14.80%,"7,580",62%,38%,$3.10 ,$16.47 ,"$13,321,000.00 "
48211,TX,"Hemphill County, Texas",2020,12.90%,500,,19%,8%,165%,SNAP,185%,Other Nutrition Program,46.20%,15.10%,38.70%,17.60%,200,53%,47%,$3.21 ,$17.04 ,"$258,000.00 "
48213,TX,"Henderson County, Texas",2020,16.70%,"13,710",29%,21%,10%,165%,SNAP,185%,Other Nutrition Program,69.00%,7.70%,23.30%,24.00%,"4,190",84%,16%,$3.10 ,$16.44 ,"$6,838,000.00 "
48215,TX,"Hidalgo County, Texas",2020,19.10%,"164,720",22%,22%,11%,165%,SNAP,185%,Other Nutrition Program,89.90%,7.50%,2.60%,29.70%,"83,470",90%,10%,$2.46 ,$13.07 ,"$65,298,000.00 "
48217,TX,"Hill County, Texas",2020,14.90%,"5,370",30%,18%,9%,165%,SNAP,185%,Other Nutrition Program,60.00%,6.70%,33.30%,20.60%,"1,730",72%,29%,$2.99 ,$15.85 ,"$2,581,000.00 "
48219,TX,"Hockley County, Texas",2020,14.70%,"3,390",,20%,8%,165%,SNAP,185%,Other Nutrition Program,70.50%,9.90%,19.60%,20.90%,"1,260",72%,28%,$3.01 ,$15.96 ,"$1,641,000.00 "
48221,TX,"Hood County, Texas",2020,13.00%,"7,780",14%,15%,8%,165%,SNAP,185%,Other Nutrition Program,44.30%,5.50%,50.20%,16.00%,"2,020",57%,43%,$3.11 ,$16.50 ,"$3,894,000.00 "
48223,TX,"Hopkins County, Texas",2020,14.10%,"5,170",26%,18%,8%,165%,SNAP,185%,Other Nutrition Program,62.70%,4.60%,32.70%,17.90%,"1,620",72%,28%,$2.91 ,$15.46 ,"$2,425,000.00 "
48225,TX,"Houston County, Texas",2020,16.90%,"3,880",26%,23%,9%,165%,SNAP,185%,Other Nutrition Program,70.60%,0.60%,28.80%,26.80%,"1,200",71%,29%,$2.73 ,$14.51 ,"$1,707,000.00 "
48227,TX,"Howard County, Texas",2020,16.10%,"5,840",22%,20%,10%,165%,SNAP,185%,Other Nutrition Program,57.40%,5.40%,37.20%,22.50%,"1,790",74%,26%,$2.95 ,$15.67 ,"$2,776,000.00 "
48229,TX,"Hudspeth County, Texas",2020,18.10%,850,,24%,19%,165%,SNAP,185%,Other Nutrition Program,77.90%,13.00%,9.10%,27.40%,310,85%,15%,$2.96 ,$15.73 ,"$406,000.00 "
48231,TX,"Hunt County, Texas",2020,15.20%,"14,620",29%,19%,8%,165%,SNAP,185%,Other Nutrition Program,61.70%,6.60%,31.70%,20.70%,"4,750",79%,21%,$2.87 ,$15.22 ,"$6,751,000.00 "
48233,TX,"Hutchinson County, Texas",2020,14.90%,"3,140",,18%,10%,165%,SNAP,185%,Other Nutrition Program,54.30%,7.30%,38.40%,19.10%,"1,010",71%,29%,$3.24 ,$17.17 ,"$1,636,000.00 "
48235,TX,"Irion County, Texas",2020,13.10%,200,,,,165%,SNAP,185%,Other Nutrition Program,43.00%,5.90%,51.20%,17.80%,60,40%,60%,$2.81 ,$14.94 ,"$91,000.00 "
48237,TX,"Jack County, Texas",2020,15.90%,"1,420",,24%,8%,165%,SNAP,185%,Other Nutrition Program,57.10%,5.80%,37.10%,21.10%,390,76%,24%,$2.93 ,$15.53 ,"$669,000.00 "
48239,TX,"Jackson County, Texas",2020,14.80%,"2,190",,19%,9%,165%,SNAP,185%,Other Nutrition Program,58.30%,5.90%,35.80%,18.90%,720,62%,38%,$2.60 ,$13.79 ,"$916,000.00 "
48241,TX,"Jasper County, Texas",2020,19.60%,"6,970",33%,19%,12%,165%,SNAP,185%,Other Nutrition Program,70.50%,2.20%,27.30%,29.40%,"2,500",70%,30%,$2.90 ,$15.37 ,"$3,249,000.00 "
48243,TX,"Jeff Davis County, Texas",2020,15.70%,350,,,,165%,SNAP,185%,Other Nutrition Program,82.50%,10.70%,6.80%,31.40%,100,100%,0%,$2.82 ,$14.99 ,"$159,000.00 "
48245,TX,"Jefferson County, Texas",2020,18.20%,"46,070",25%,20%,8%,165%,SNAP,185%,Other Nutrition Program,64.20%,0.40%,35.40%,31.80%,"19,360",66%,34%,$2.81 ,$14.93 ,"$20,866,000.00 "
48247,TX,"Jim Hogg County, Texas",2020,19.70%,"1,020",,26%,,165%,SNAP,185%,Other Nutrition Program,84.00%,9.60%,6.40%,34.90%,630,76%,25%,$2.85 ,$15.14 ,"$468,000.00 "
48249,TX,"Jim Wells County, Texas",2020,18.20%,"7,420",,22%,7%,165%,SNAP,185%,Other Nutrition Program,74.30%,8.80%,17.00%,31.30%,"3,560",76%,24%,$2.85 ,$15.14 ,"$3,408,000.00 "
48251,TX,"Johnson County, Texas",2020,12.90%,"22,190",15%,16%,7%,165%,SNAP,185%,Other Nutrition Program,55.20%,9.70%,35.10%,16.80%,"7,450",79%,21%,$3.03 ,$16.10 ,"$10,834,000.00 "
48253,TX,"Jones County, Texas",2020,13.80%,"2,740",,20%,8%,165%,SNAP,185%,Other Nutrition Program,43.30%,3.20%,53.50%,18.40%,640,68%,32%,$2.97 ,$15.77 ,"$1,311,000.00 "
48255,TX,"Karnes County, Texas",2020,13.20%,"2,060",,21%,6%,165%,SNAP,185%,Other Nutrition Program,55.20%,1.00%,43.90%,20.20%,680,72%,28%,$2.77 ,$14.72 ,"$919,000.00 "
48257,TX,"Kaufman County, Texas",2020,12.40%,"16,130",22%,15%,6%,165%,SNAP,185%,Other Nutrition Program,56.00%,7.90%,36.20%,17.50%,"6,320",70%,30%,$3.06 ,$16.25 ,"$7,950,000.00 "
48259,TX,"Kendall County, Texas",2020,10.30%,"4,700",,13%,5%,165%,SNAP,185%,Other Nutrition Program,43.80%,6.20%,50.00%,10.40%,"1,110",72%,28%,$3.26 ,$17.31 ,"$2,468,000.00 "
48261,TX,"Kenedy County, Texas",2020,10.90%,40,,,,165%,SNAP,185%,Other Nutrition Program,100.00%,0.00%,0.00%,18.80%,20,72%,28%,$2.92 ,$15.48 ,"$19,000.00 "
48263,TX,"Kent County, Texas",2020,14.10%,100,,,7%,165%,SNAP,185%,Other Nutrition Program,31.60%,5.40%,63.00%,15.90%,30,40%,60%,$2.97 ,$15.77 ,"$48,000.00 "
48265,TX,"Kerr County, Texas",2020,14.70%,"7,690",30%,19%,8%,165%,SNAP,185%,Other Nutrition Program,57.80%,9.80%,32.30%,21.50%,"2,160",76%,25%,$2.81 ,$14.89 ,"$3,474,000.00 "
48267,TX,"Kimble County, Texas",2020,16.80%,730,,,10%,165%,SNAP,185%,Other Nutrition Program,73.70%,6.30%,20.10%,24.00%,190,82%,18%,$2.81 ,$14.89 ,"$330,000.00 "
48269,TX,"King County, Texas",2020,23.20%,60,,,,165%,SNAP,185%,Other Nutrition Program,70.20%,0.90%,28.90%,15.00%,10,100%,0%,$2.97 ,$15.77 ,"$29,000.00 "
48271,TX,"Kinney County, Texas",2020,16.20%,600,,,10%,165%,SNAP,185%,Other Nutrition Program,81.10%,11.80%,7.10%,28.90%,130,99%,1%,$2.39 ,$12.66 ,"$230,000.00 "
48273,TX,"Kleberg County, Texas",2020,17.90%,"5,490",,23%,9%,165%,SNAP,185%,Other Nutrition Program,72.20%,6.00%,21.90%,27.30%,"2,050",77%,23%,$2.92 ,$15.48 ,"$2,578,000.00 "
48275,TX,"Knox County, Texas",2020,13.30%,490,,21%,8%,165%,SNAP,185%,Other Nutrition Program,75.80%,11.70%,12.50%,19.30%,180,87%,13%,$2.97 ,$15.77 ,"$234,000.00 "
48277,TX,"Lamar County, Texas",2020,18.10%,"9,020",25%,19%,11%,165%,SNAP,185%,Other Nutrition Program,65.80%,5.70%,28.50%,25.10%,"2,970",77%,23%,$2.86 ,$15.17 ,"$4,151,000.00 "
48279,TX,"Lamb County, Texas",2020,15.20%,"1,980",,20%,10%,165%,SNAP,185%,Other Nutrition Program,81.00%,5.50%,13.50%,21.10%,760,92%,8%,$3.01 ,$15.96 ,"$958,000.00 "
48281,TX,"Lampasas County, Texas",2020,14.30%,"3,020",10%,19%,10%,165%,SNAP,185%,Other Nutrition Program,53.90%,5.30%,40.80%,15.70%,700,58%,42%,$2.71 ,$14.38 ,"$1,318,000.00 "
48283,TX,"La Salle County, Texas",2020,14.10%,"1,060",,20%,,165%,SNAP,185%,Other Nutrition Program,64.10%,17.20%,18.70%,20.90%,330,100%,0%,$2.49 ,$13.22 ,"$425,000.00 "
48285,TX,"Lavaca County, Texas",2020,12.40%,"2,480",27%,18%,6%,165%,SNAP,185%,Other Nutrition Program,61.20%,6.50%,32.30%,17.10%,810,73%,27%,$2.75 ,$14.58 ,"$1,097,000.00 "
48287,TX,"Lee County, Texas",2020,12.00%,"2,050",28%,18%,5%,165%,SNAP,185%,Other Nutrition Program,66.00%,2.50%,31.50%,17.60%,660,76%,24%,$3.17 ,$16.85 ,"$1,048,000.00 "
48289,TX,"Leon County, Texas",2020,17.40%,"3,010",31%,25%,9%,165%,SNAP,185%,Other Nutrition Program,69.80%,6.40%,23.70%,24.40%,950,82%,18%,$2.89 ,$15.36 ,"$1,402,000.00 "
48291,TX,"Liberty County, Texas",2020,16.70%,"14,420",20%,18%,11%,165%,SNAP,185%,Other Nutrition Program,63.00%,5.00%,32.00%,23.90%,"5,480",74%,26%,$2.86 ,$15.17 ,"$6,635,000.00 "
48293,TX,"Limestone County, Texas",2020,16.50%,"3,860",25%,19%,11%,165%,SNAP,185%,Other Nutrition Program,71.00%,5.90%,23.10%,25.50%,"1,330",79%,21%,$2.89 ,$15.36 ,"$1,798,000.00 "
48295,TX,"Lipscomb County, Texas",2020,13.00%,430,,18%,9%,165%,SNAP,185%,Other Nutrition Program,53.10%,9.90%,37.00%,17.30%,160,69%,31%,$3.09 ,$16.39 ,"$214,000.00 "
48297,TX,"Live Oak County, Texas",2020,17.00%,"2,070",,24%,9%,165%,SNAP,185%,Other Nutrition Program,66.90%,3.20%,29.90%,24.20%,590,79%,21%,$2.82 ,$14.97 ,"$940,000.00 "
48299,TX,"Llano County, Texas",2020,14.70%,"3,150",,19%,9%,165%,SNAP,185%,Other Nutrition Program,61.70%,8.50%,29.80%,19.70%,630,63%,37%,$2.19 ,$11.64 ,"$1,113,000.00 "
48301,TX,"Loving County, Texas",2020,24.30%,30,,,,165%,SNAP,185%,Other Nutrition Program,100.00%,0.00%,0.00%,22.60%,10,0%,100%,$3.24 ,$17.18 ,"$16,000.00 "
48303,TX,"Lubbock County, Texas",2020,14.90%,"45,900",28%,21%,10%,165%,SNAP,185%,Other Nutrition Program,69.30%,4.00%,26.70%,19.70%,"14,490",76%,25%,$3.24 ,$17.18 ,"$23,925,000.00 "
48305,TX,"Lynn County, Texas",2020,15.40%,910,,24%,7%,165%,SNAP,185%,Other Nutrition Program,86.70%,6.60%,6.60%,20.90%,330,80%,20%,$3.24 ,$17.18 ,"$474,000.00 "
48307,TX,"McCulloch County, Texas",2020,16.60%,"1,320",,20%,10%,165%,SNAP,185%,Other Nutrition Program,63.10%,8.20%,28.70%,23.20%,410,78%,22%,$3.00 ,$15.92 ,"$637,000.00 "
48309,TX,"McLennan County, Texas",2020,15.40%,"39,140",30%,20%,9%,165%,SNAP,185%,Other Nutrition Program,71.40%,3.90%,24.70%,22.40%,"13,970",79%,21%,$2.70 ,$14.32 ,"$17,002,000.00 "
48311,TX,"McMullen County, Texas",2020,9.30%,70,,,,165%,SNAP,185%,Other Nutrition Program,92.50%,7.50%,0.00%,14.70%,30,100%,0%,$2.74 ,$14.55 ,"$31,000.00 "
48313,TX,"Madison County, Texas",2020,13.60%,"1,950",,16%,9%,165%,SNAP,185%,Other Nutrition Program,48.20%,5.60%,46.10%,19.80%,610,70%,30%,$3.00 ,$15.94 ,"$943,000.00 "
48315,TX,"Marion County, Texas",2020,18.10%,"1,800",25%,,13%,165%,SNAP,185%,Other Nutrition Program,71.90%,7.10%,21.00%,29.90%,540,79%,21%,$2.97 ,$15.76 ,"$861,000.00 "
48317,TX,"Martin County, Texas",2020,11.70%,660,,18%,5%,165%,SNAP,185%,Other Nutrition Program,60.90%,12.20%,26.90%,17.40%,310,73%,27%,$3.00 ,$15.92 ,"$319,000.00 "
48319,TX,"Mason County, Texas",2020,12.20%,520,,,8%,165%,SNAP,185%,Other Nutrition Program,51.40%,10.70%,37.90%,11.80%,120,81%,19%,$2.50 ,$13.26 ,"$209,000.00 "
48321,TX,"Matagorda County, Texas",2020,17.40%,"6,400",28%,20%,8%,165%,SNAP,185%,Other Nutrition Program,72.40%,5.10%,22.40%,27.20%,"2,600",77%,23%,$2.88 ,$15.29 ,"$2,968,000.00 "
48323,TX,"Maverick County, Texas",2020,20.10%,"11,660",,22%,18%,165%,SNAP,185%,Other Nutrition Program,89.40%,10.20%,0.40%,31.60%,"5,740",91%,9%,$2.24 ,$11.91 ,"$4,211,000.00 "
48325,TX,"Medina County, Texas",2020,12.20%,"6,180",,18%,6%,165%,SNAP,185%,Other Nutrition Program,50.00%,5.50%,44.50%,17.80%,"2,090",54%,47%,$2.91 ,$15.46 ,"$2,898,000.00 "
48327,TX,"Menard County, Texas",2020,16.80%,350,,23%,10%,165%,SNAP,185%,Other Nutrition Program,53.40%,9.30%,37.30%,20.70%,80,38%,62%,$2.81 ,$14.94 ,"$159,000.00 "
48329,TX,"Midland County, Texas",2020,12.10%,"20,680",20%,16%,5%,165%,SNAP,185%,Other Nutrition Program,47.40%,6.20%,46.40%,17.30%,"8,490",55%,45%,$3.00 ,$15.92 ,"$9,988,000.00 "
48331,TX,"Milam County, Texas",2020,15.50%,"3,850",20%,22%,9%,165%,SNAP,185%,Other Nutrition Program,65.60%,6.10%,28.30%,22.00%,"1,320",77%,23%,$3.04 ,$16.13 ,"$1,883,000.00 "
48333,TX,"Mills County, Texas",2020,13.40%,650,,17%,8%,165%,SNAP,185%,Other Nutrition Program,60.30%,14.00%,25.70%,16.20%,140,66%,34%,$3.00 ,$15.92 ,"$314,000.00 "
48335,TX,"Mitchell County, Texas",2020,13.30%,"1,100",,17%,8%,165%,SNAP,185%,Other Nutrition Program,40.60%,0.90%,58.50%,18.00%,310,45%,55%,$2.95 ,$15.67 ,"$523,000.00 "
48337,TX,"Montague County, Texas",2020,16.40%,"3,210",,18%,10%,165%,SNAP,185%,Other Nutrition Program,58.20%,8.70%,33.10%,21.30%,940,80%,20%,$3.13 ,$16.62 ,"$1,619,000.00 "
48339,TX,"Montgomery County, Texas",2020,12.50%,"73,560",21%,17%,6%,165%,SNAP,185%,Other Nutrition Program,47.70%,5.30%,47.10%,15.70%,"24,340",60%,40%,$3.17 ,$16.84 ,"$37,579,000.00 "
48341,TX,"Moore County, Texas",2020,10.30%,"2,180",28%,16%,8%,165%,SNAP,185%,Other Nutrition Program,73.20%,16.70%,10.10%,15.00%,"1,010",97%,3%,$2.84 ,$15.07 ,"$996,000.00 "
48343,TX,"Morris County, Texas",2020,18.90%,"2,340",27%,20%,9%,165%,SNAP,185%,Other Nutrition Program,68.60%,2.90%,28.50%,29.70%,850,68%,32%,$2.73 ,$14.47 ,"$1,027,000.00 "
48345,TX,"Motley County, Texas",2020,13.30%,180,,,7%,165%,SNAP,185%,Other Nutrition Program,67.50%,28.40%,4.10%,16.70%,50,100%,0%,$2.94 ,$15.58 ,"$85,000.00 "
48347,TX,"Nacogdoches County, Texas",2020,18.60%,"12,130",34%,23%,12%,165%,SNAP,185%,Other Nutrition Program,68.70%,1.30%,30.00%,26.80%,"4,050",74%,26%,$3.04 ,$16.12 ,"$5,931,000.00 "
48349,TX,"Navarro County, Texas",2020,15.40%,"7,600",27%,18%,9%,165%,SNAP,185%,Other Nutrition Program,71.90%,6.70%,21.40%,21.40%,"2,810",77%,23%,$2.75 ,$14.59 ,"$3,365,000.00 "
48351,TX,"Newton County, Texas",2020,20.80%,"2,860",32%,32%,12%,165%,SNAP,185%,Other Nutrition Program,68.90%,0.80%,30.30%,31.40%,860,66%,34%,$2.90 ,$15.37 ,"$1,333,000.00 "
48353,TX,"Nolan County, Texas",2020,15.60%,"2,320",,21%,12%,165%,SNAP,185%,Other Nutrition Program,78.60%,8.10%,13.30%,21.80%,840,80%,20%,$2.97 ,$15.77 ,"$1,110,000.00 "
48355,TX,"Nueces County, Texas",2020,15.20%,"55,000",27%,19%,9%,165%,SNAP,185%,Other Nutrition Program,68.10%,7.00%,24.90%,23.30%,"20,690",74%,26%,$2.84 ,$15.07 ,"$25,149,000.00 "
48357,TX,"Ochiltree County, Texas",2020,12.80%,"1,270",,18%,8%,165%,SNAP,185%,Other Nutrition Program,85.20%,11.10%,3.70%,17.60%,550,100%,0%,$2.80 ,$14.87 ,"$573,000.00 "
48359,TX,"Oldham County, Texas",2020,12.20%,260,,,7%,165%,SNAP,185%,Other Nutrition Program,37.40%,2.20%,60.30%,13.50%,100,19%,82%,$3.39 ,$17.99 ,"$142,000.00 "
48361,TX,"Orange County, Texas",2020,17.00%,"14,220",26%,18%,8%,165%,SNAP,185%,Other Nutrition Program,52.10%,3.10%,44.80%,23.40%,"4,880",56%,44%,$2.99 ,$15.89 ,"$6,854,000.00 "
48363,TX,"Palo Pinto County, Texas",2020,15.90%,"4,580",22%,19%,10%,165%,SNAP,185%,Other Nutrition Program,63.20%,7.80%,28.90%,20.90%,"1,400",73%,27%,$2.93 ,$15.53 ,"$2,157,000.00 "
48365,TX,"Panola County, Texas",2020,16.00%,"3,720",,18%,8%,165%,SNAP,185%,Other Nutrition Program,68.20%,10.20%,21.60%,23.70%,"1,280",82%,18%,$2.82 ,$14.98 ,"$1,690,000.00 "
48367,TX,"Parker County, Texas",2020,12.10%,"16,790",,16%,6%,165%,SNAP,185%,Other Nutrition Program,43.60%,5.50%,50.80%,13.30%,"4,550",61%,39%,$3.25 ,$17.25 ,"$8,787,000.00 "
48369,TX,"Parmer County, Texas",2020,10.60%,"1,020",,17%,6%,165%,SNAP,185%,Other Nutrition Program,76.30%,3.10%,20.60%,15.20%,420,85%,15%,$3.29 ,$17.47 ,"$541,000.00 "
48371,TX,"Pecos County, Texas",2020,13.70%,"2,150",,19%,6%,165%,SNAP,185%,Other Nutrition Program,63.70%,10.70%,25.60%,20.00%,780,83%,18%,$2.82 ,$14.99 ,"$978,000.00 "
48373,TX,"Polk County, Texas",2020,18.20%,"9,150",26%,18%,13%,165%,SNAP,185%,Other Nutrition Program,60.10%,7.20%,32.70%,27.30%,"2,770",78%,22%,$2.87 ,$15.25 ,"$4,233,000.00 "
48375,TX,"Potter County, Texas",2020,16.10%,"19,010",29%,20%,11%,165%,SNAP,185%,Other Nutrition Program,75.80%,4.00%,20.20%,21.90%,"7,100",89%,11%,$2.96 ,$15.69 ,"$9,048,000.00 "
48377,TX,"Presidio County, Texas",2020,28.70%,"1,950",,31%,,165%,SNAP,185%,Other Nutrition Program,99.80%,0.20%,0.00%,44.10%,800,85%,15%,$2.82 ,$14.99 ,"$887,000.00 "
48379,TX,"Rains County, Texas",2020,14.90%,"1,790",,,9%,165%,SNAP,185%,Other Nutrition Program,56.00%,12.20%,31.80%,17.00%,390,71%,29%,$3.10 ,$16.48 ,"$895,000.00 "
48381,TX,"Randall County, Texas",2020,11.90%,"16,120",25%,16%,7%,165%,SNAP,185%,Other Nutrition Program,48.90%,6.10%,45.00%,13.90%,"4,530",63%,37%,$3.39 ,$17.99 ,"$8,797,000.00 "
48383,TX,"Reagan County, Texas",2020,12.00%,450,,16%,5%,165%,SNAP,185%,Other Nutrition Program,72.00%,15.40%,12.70%,18.50%,210,88%,12%,$2.81 ,$14.94 ,"$204,000.00 "
48385,TX,"Real County, Texas",2020,21.30%,730,,,12%,165%,SNAP,185%,Other Nutrition Program,67.50%,5.50%,27.00%,32.30%,250,60%,40%,$2.40 ,$12.71 ,"$282,000.00 "
